,Age,Weight (kg),Height (m),Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Max_BPM,Workout_Type,Kelas GYM,Cluster
0,-0.03515215985670987,1.091570672998567,0.9941055364696516,0.3847364457793056,1.266059321594049,-0.731205914368002,-0.9841009435275428,-1.8414825287828598,-0.43805999955493363,1.7821946699906004,0.2238700809606754,-0.8950920787475982,Female,174,Strength,1,Frekuensi olahraga tinggi dan mahir
1,-0.6883019688071876,0.9827128387500301,0.7491467428077696,0.6489226481662075,1.1391670005155434,-1.0561932863610342,-0.6132873920635137,0.747443704919666,0.12916943411379964,1.7821946699906004,0.2238700809606754,2.488533495771,Female,166,Strength,1,Frekuensi olahraga tinggi dan mahir
2,-1.0148768732824265,-0.10042261202291303,0.9124526052490243,1.3093881541334622,-0.00286388919100774,-0.40621854237497035,1.9762783185737147,0.8846053596853629,-1.1470967916408503,-0.3549548024200573,0.2238700809606754,-1.1738266151260854,Male,187,Cardio,0,Frekuensi olahraga rendah dan pemula
3,1.5977223625194847,0.47108101778190603,0.6674938115871423,1.5075278059236386,-0.7642178156620418,0.16250935861283547,-1.2415252271885218,1.416106771902438,-0.43805999955493363,0.7136199337852716,-1.13826900319442,0.17397835824837188,Female,187,Cardio,4,Frekuensi olahraga tinggi dan menengah
4,-0.03515215985670987,-0.7535696175141349,0.01427036182212363,1.5075278059236386,0.25092075296600364,0.5687435736041258,0.7749649948224797,0.4902656022339847,0.6963988677825335,0.7136199337852716,0.2238700809606754,0.25512891947248795,Female,177,Strength,1,Frekuensi olahraga tinggi dan mahir
5,0.291422744618529,-0.742683834089281,-1.292176537707912,-1.2003807685421055,1.266059321594049,0.6229081356029644,-0.2455384154049724,-0.024090603137378163,-0.2962526411377502,-1.4235295386253861,0.2238700809606754,-1.122666478702186,Female,161,HIIT,0,Frekuensi olahraga rendah dan pemula
6,0.7812851013313874,-1.096471795397026,0.5858408803665149,-0.27572906018794907,1.266059321594049,0.18959163961225484,0.6278654041590632,-1.9957893903942687,1.4054356598684503,-1.4235295386253861,0.2238700809606754,-0.22295373469567642,Female,191,Cardio,0,Frekuensi olahraga rendah dan pemula
7,1.2711474580442457,1.1895427238222502,-0.8839118816047771,-0.6720083637683019,-0.12975621026951342,0.6499904166023832,-0.6255456912854651,-2.047225010931405,-1.2889041500580336,0.7136199337852716,0.2238700809606754,-0.039482900623760905,Female,181,Strength,1,Frekuensi olahraga tinggi dan mahir
9,-0.03515215985670987,-0.04055080318621723,0.01427036182212363,1.5075278059236386,1.1391670005155434,1.6520348135808987,0.6064133805206483,1.1932190829081808,0.6963988677825335,1.7821946699906004,0.2238700809606754,-1.2461564631736677,Female,195,Yoga,1,Frekuensi olahraga tinggi dan mahir
10,0.3730664707373388,-1.0692573368348919,0.34088208670463294,0.582876097569482,-1.1448947788975588,1.3541297225872857,-0.8768408253354684,1.3989615650567258,-0.5798673579721171,-0.3549548024200573,1.5860091651157708,1.5888207517644906,Female,181,Yoga,3,Frekuensi olahraga rendah dan menengah
11,0.9445725535690068,-1.4502597567047713,1.1574113989109045,-1.0022411167519292,0.6315977162015206,1.6520348135808987,-1.1066839357470566,0.3188135337768637,-0.43805999955493363,-1.4235295386253861,0.2238700809606754,-1.2461564631736677,Male,168,Strength,0,Frekuensi olahraga rendah dan pemula
